Date,Unique Address Total Count,Unique Address Receive Count,Unique Address Sent Count
05/13/2019,289871,212634,202501
05/14/2019,320062,237811,219549
05/15/2019,336620,246244,242480
05/16/2019,362643,263577,254023
05/17/2019,323447,233620,223154
05/18/2019,288235,210610,194382
05/19/2019,282300,206291,180748
05/20/2019,305207,222817,200037
05/21/2019,328977,238840,218696
05/22/2019,305248,220629,204617
05/23/2019,309980,224739,203102
05/24/2019,318787,235089,205049
05/25/2019,293269,217246,188962
05/26/2019,287280,211793,178522
05/27/2019,341835,256429,227812
05/28/2019,329066,239014,230778
05/29/2019,330314,244926,236069
05/30/2019,332460,243970,221801
05/31/2019,356404,265127,227931
06/01/2019,453438,335814,246666
06/02/2019,410509,258429,272013
06/03/2019,366278,237843,254113
06/04/2019,327772,245237,204699
06/05/2019,296171,220957,187170
06/06/2019,368214,285798,190656
06/07/2019,270675,195934,172980
06/08/2019,251606,186530,155042
06/09/2019,307050,239642,160455
06/10/2019,291296,219017,173843
06/11/2019,357716,285275,175674
06/12/2019,450835,379140,175850
06/13/2019,326375,251005,196774
06/14/2019,317465,241199,193791
06/15/2019,310865,232835,228024
06/16/2019,418534,343882,223747
06/17/2019,296447,219556,192571
06/18/2019,317144,232195,201866
06/19/2019,308763,225050,196256
06/20/2019,287217,207850,189142
06/21/2019,341967,263751,201663
06/22/2019,328400,252761,202478
06/23/2019,302063,231486,179403
06/24/2019,323384,242331,208238
06/25/2019,323790,242531,204237
06/26/2019,358138,277627,228343
06/27/2019,324132,240819,219908
06/28/2019,299852,219619,201524
06/29/2019,281218,212647,185798
06/30/2019,258711,187553,173575
07/01/2019,293928,212787,192178
07/02/2019,352011,276388,184306
07/03/2019,325321,252567,189650
07/04/2019,318175,243525,180283
07/05/2019,291322,223727,162530
07/06/2019,269958,204291,150193
07/07/2019,245114,176693,151163
07/08/2019,298845,223436,175956
07/09/2019,319067,243354,185645
07/10/2019,303260,224482,181501
07/11/2019,282704,204716,176719
07/12/2019,301034,226778,176204
07/13/2019,241032,175470,144131
07/14/2019,252370,182150,159933
07/15/2019,301200,223614,183300
07/16/2019,241843,167836,166323
07/17/2019,286567,212531,182535
07/18/2019,273646,202375,166640
07/19/2019,270643,208435,155476
07/20/2019,239642,175025,147569
07/21/2019,217168,158932,133315
07/22/2019,278790,185911,181629
07/23/2019,241417,175660,158326
07/24/2019,228786,163977,150687
07/25/2019,233019,171650,147804
07/26/2019,258260,193853,157649
07/27/2019,244359,183581,157309
07/28/2019,241052,175714,154914
07/29/2019,266938,194275,164317
07/30/2019,302784,231895,171665
07/31/2019,261034,192339,166916
08/01/2019,247715,176407,166912
08/02/2019,269576,202374,164871
08/03/2019,226728,162010,149165
08/04/2019,239596,175035,143678
08/05/2019,302804,230537,182972
08/06/2019,314606,240780,196931
08/07/2019,281041,209321,179840
08/08/2019,275946,213040,164406
08/09/2019,290546,221345,174698
08/10/2019,272786,206305,159282
08/11/2019,241555,181987,152900
08/12/2019,300812,241695,171273
08/13/2019,287455,210751,186453
08/14/2019,286631,220037,182422
08/15/2019,263277,194684,174651
08/16/2019,296649,219878,177870
08/17/2019,255735,179065,164326
08/18/2019,243308,179628,149968
08/19/2019,274854,210291,170635
08/20/2019,287930,218875,182397
08/21/2019,293226,219927,190462
08/22/2019,283282,212934,175115
08/23/2019,293564,226519,173821
08/24/2019,268405,205294,157878
08/25/2019,259689,196810,151747
08/26/2019,287659,222499,170852
08/27/2019,290429,225536,166569
08/28/2019,279699,212133,165294
08/29/2019,285377,214547,171792
08/30/2019,272237,207292,161186
08/31/2019,258612,194124,151537
09/01/2019,249205,191483,139878
09/02/2019,294276,230213,161900
09/03/2019,284649,223411,162079
09/04/2019,278394,220915,152319
09/05/2019,308599,241754,171065
09/06/2019,300690,230681,175349
09/07/2019,268616,208010,154761
09/08/2019,264839,204750,152038
09/09/2019,302061,234466,172609
09/10/2019,282200,210418,158553
09/11/2019,284770,214969,166494
09/12/2019,286828,221270,169792
09/13/2019,253825,192883,148283
09/14/2019,254716,195676,149517
09/15/2019,262165,200342,150762
09/16/2019,295705,230634,174431
09/17/2019,280974,219109,159148
09/18/2019,286033,220930,165769
09/19/2019,274872,217168,152109
09/20/2019,289748,224810,175721
09/21/2019,229948,174247,140087
09/22/2019,217817,161802,132595
09/23/2019,232918,169085,147508
09/24/2019,270860,195568,171138
09/25/2019,254418,181729,168238
09/26/2019,246414,183844,149571
09/27/2019,242952,182833,147329
09/28/2019,235064,177582,133508
09/29/2019,210003,157304,129887
09/30/2019,249904,189906,149642
10/01/2019,254363,196926,140289
10/02/2019,250918,192702,136657
10/03/2019,221114,167070,132282
10/04/2019,217121,164523,129572
10/05/2019,227957,171705,134115
10/06/2019,217326,165986,122007
10/07/2019,235030,178427,144493
10/08/2019,252556,188596,153140
10/09/2019,279085,220596,165391
10/10/2019,266237,209369,154925
10/11/2019,265384,212022,145866
10/12/2019,234523,182023,132932
10/13/2019,213459,164534,125881
10/14/2019,240329,186829,142151
10/15/2019,253394,194524,154097
10/16/2019,244381,190031,143033
10/17/2019,242413,188901,142901
10/18/2019,268990,208511,161226
10/19/2019,240435,188899,146646
10/20/2019,220164,170398,130249
10/21/2019,245725,189322,151339
10/22/2019,251041,191582,148104
10/23/2019,244335,188855,148509
10/24/2019,243599,188745,143507
10/25/2019,253161,200617,145651
10/26/2019,251539,198347,145315
10/27/2019,223638,171497,134570
10/28/2019,255089,197838,152078
10/29/2019,252475,193002,150683
10/30/2019,250165,193618,146791
10/31/2019,248708,192558,147010
11/01/2019,248286,193689,139541
11/02/2019,216218,165519,125263
11/03/2019,208579,159710,119898
11/04/2019,238737,183840,139407
11/05/2019,271119,214877,151368
11/06/2019,250135,194333,146530
11/07/2019,320428,264438,145023
11/08/2019,253164,195978,146741
11/09/2019,213528,165355,127477
11/10/2019,234323,180311,129864
11/11/2019,263983,199172,157815
11/12/2019,265564,211467,144597
11/13/2019,258872,206844,147298
11/14/2019,249005,189695,151826
11/15/2019,239616,186461,139848
11/16/2019,214086,165159,122591
11/17/2019,223144,176832,117300
11/18/2019,248950,194341,141679
11/19/2019,249615,193183,145939
11/20/2019,238121,186688,136213
11/21/2019,267383,209649,162033
11/22/2019,280676,225652,152649
11/23/2019,218205,170061,124164
11/24/2019,199230,151191,114405
11/25/2019,250899,196239,151886
11/26/2019,227111,177683,129870
11/27/2019,220028,172054,126835
11/28/2019,218051,168613,124479
11/29/2019,241357,192510,126893
11/30/2019,203889,155004,116329
12/01/2019,213993,164768,129962
12/02/2019,257160,204789,146954
12/03/2019,226579,177379,134179
12/04/2019,229449,180791,132981
12/05/2019,228483,178283,129616
12/06/2019,217424,169103,124333
12/07/2019,182857,138856,104914
12/08/2019,170279,125421,92083
12/09/2019,242778,193267,134751
12/10/2019,226996,177445,127426
12/11/2019,226600,178868,123961
12/12/2019,218010,171975,123829
12/13/2019,220835,174064,125524
12/14/2019,191317,146811,107350
12/15/2019,194200,149564,108307
12/16/2019,228429,180305,128574
12/17/2019,218525,169385,128292
12/18/2019,232508,179450,136609
12/19/2019,221187,175939,121368
12/20/2019,219889,171799,123866
12/21/2019,198982,156829,102080
12/22/2019,186103,143602,99611
12/23/2019,220156,175097,120706
12/24/2019,203462,159682,112904
12/25/2019,194669,150982,104794
12/26/2019,208979,165859,120738
12/27/2019,203107,159729,111758
12/28/2019,187220,145033,101807
12/29/2019,173979,134423,95156
12/30/2019,219393,173853,114715
12/31/2019,193210,149836,109546
01/01/2020,159295,121990,90611
01/02/2020,175870,133818,99904
01/03/2020,210313,160010,124178
01/04/2020,199485,152368,114321
01/05/2020,189356,142715,107946
01/06/2020,221194,171432,124719
01/07/2020,223978,173444,125023
01/08/2020,233165,185234,125266
01/09/2020,231043,179860,128215
01/10/2020,213327,165961,122895
01/11/2020,196334,152099,114093
01/12/2020,180291,138615,104213
01/13/2020,211198,155727,125012
01/14/2020,244672,193421,135455
01/15/2020,252357,198936,143001
01/16/2020,260751,212693,144533
01/17/2020,235030,185957,136233
01/18/2020,225981,180231,124346
01/19/2020,217486,173906,117151
01/20/2020,216195,170447,119153
01/21/2020,213559,167246,120615
01/22/2020,196159,151024,115060
01/23/2020,216593,173711,107802
01/24/2020,176400,132882,101334
01/25/2020,170004,112956,103040
01/26/2020,152762,113679,86368
01/27/2020,184994,135477,108786
01/28/2020,191040,145987,107455
01/29/2020,199301,150940,115045
01/30/2020,197856,150134,115132
01/31/2020,204915,157985,116201
02/01/2020,193441,149327,111230
02/02/2020,189157,143245,110340
02/03/2020,236771,186028,123608
02/04/2020,203217,153678,118989
02/05/2020,233597,181351,129442
02/06/2020,234097,179226,136405
02/07/2020,242823,186639,140192
02/08/2020,255952,199505,141166
02/09/2020,258669,202804,141365
02/10/2020,250070,193155,145091
02/11/2020,269185,211442,154846
02/12/2020,319502,251919,190075
02/13/2020,294591,234894,170822
02/14/2020,273148,214840,150954
02/15/2020,261633,205742,143001
02/16/2020,244904,193863,129289
02/17/2020,260991,206710,138926
02/18/2020,274683,214917,151091
02/19/2020,255674,200172,144191
02/20/2020,252827,196262,139978
02/21/2020,260236,207197,139306
02/22/2020,252009,200928,121654
02/23/2020,263919,211631,123649
02/24/2020,270231,215341,138143
02/25/2020,244813,184107,146815
02/26/2020,254217,194826,152733
02/27/2020,263926,206938,148700
02/28/2020,255388,201090,147977
02/29/2020,230535,181134,130474
03/01/2020,225778,164640,139123
03/02/2020,262282,208304,143585
03/03/2020,233347,178167,141119
03/04/2020,246396,191304,144742
03/05/2020,269351,213514,146485
03/06/2020,248086,191627,145841
03/07/2020,230664,176153,136546
03/08/2020,225432,171451,134887
03/09/2020,264282,207178,156671
03/10/2020,251935,194439,148693
03/11/2020,247909,191482,143288
03/12/2020,250268,181353,159099
03/13/2020,290208,216029,191217
03/14/2020,248510,190324,140914
03/15/2020,231787,178847,132999
03/16/2020,272475,210972,164158
03/17/2020,273313,212677,156324
03/18/2020,302391,240426,150890
03/19/2020,362517,291556,169439
03/20/2020,328086,259075,170245
03/21/2020,390368,336979,171758
03/22/2020,295480,247115,158919
03/23/2020,316061,262494,170939
03/24/2020,309222,255819,151370
03/25/2020,284832,231168,146412
03/26/2020,295289,243484,144821
03/27/2020,296964,245450,142552
03/28/2020,243402,193427,132499
03/29/2020,225262,177228,121520
03/30/2020,269242,206151,155494
03/31/2020,256569,200329,155106
04/01/2020,249259,198799,138163
04/02/2020,264406,208537,150413
04/03/2020,267880,209214,154354
04/04/2020,232113,179652,134255
04/05/2020,224338,171935,132248
04/06/2020,288424,208169,179886
04/07/2020,276395,216751,160814
04/08/2020,342424,286279,155396
04/09/2020,275384,216239,155812
04/10/2020,269522,215977,154365
04/11/2020,249382,197358,139937
04/12/2020,261362,211566,139673
04/13/2020,286794,235137,148592
04/14/2020,327012,270969,157865
04/15/2020,300348,245738,159536
04/16/2020,283483,228367,167470
04/17/2020,304620,246944,165726
04/18/2020,309901,253461,167055
04/19/2020,292100,240382,156733
04/20/2020,318477,257525,179637
04/21/2020,308759,240885,181065
04/22/2020,300954,229105,184046
04/23/2020,325328,253968,194900
04/24/2020,333566,259811,197903
04/25/2020,302047,237080,183064
04/26/2020,299059,233374,181947
04/27/2020,321281,251804,195228
04/28/2020,322149,251121,188682
04/29/2020,345258,262573,217238
04/30/2020,339669,264813,212385
05/01/2020,327622,256097,190106
05/02/2020,313649,254439,166112
05/03/2020,330025,266775,168171
05/04/2020,298027,235794,180134
05/05/2020,296348,234474,172946
05/06/2020,315688,251782,183894
05/07/2020,326720,250868,199199
05/08/2020,333175,257527,206699
05/09/2020,341423,272957,197611
05/10/2020,331001,256070,204907
05/11/2020,332262,259685,202809
05/12/2020,315933,245341,199037
05/13/2020,293787,221815,189980
05/14/2020,297910,223337,197270
05/15/2020,319069,246365,201039
05/16/2020,310647,241880,186408
05/17/2020,297580,227262,183865
05/18/2020,318949,242616,203342
05/19/2020,328912,252710,199722
05/20/2020,321358,242522,203856
05/21/2020,326301,244204,213316
05/22/2020,337403,253674,215320
05/23/2020,333005,261840,193504
05/24/2020,300696,231304,184177
05/25/2020,317561,238839,201551
05/26/2020,335851,254890,216220
05/27/2020,332968,259582,220749
05/28/2020,340054,267558,220013
05/29/2020,374674,303570,220263
05/30/2020,346995,277960,213042
05/31/2020,328248,262815,198581
06/01/2020,355227,280897,226840
06/02/2020,388814,310760,238820
06/03/2020,352013,280355,208847
06/04/2020,366835,291466,219370
06/05/2020,347352,271335,210192
06/06/2020,332189,250853,199382
06/07/2020,317232,233340,201189
06/08/2020,369337,274452,234984
06/09/2020,361895,296522,200431
06/10/2020,348050,281055,206477
06/11/2020,349349,280948,211093
06/12/2020,364656,301559,202240
06/13/2020,343521,285163,177887
06/14/2020,318564,261300,170853
06/15/2020,356076,281882,218401
06/16/2020,352652,289000,208027
06/17/2020,346857,280770,214563
06/18/2020,374782,312862,207533
06/19/2020,363156,298705,213562
06/20/2020,366642,308339,198430
06/21/2020,350978,293195,194296
06/22/2020,385734,316092,227925
06/23/2020,401405,330210,235246
06/24/2020,381492,314207,233177
06/25/2020,377998,308736,232902
06/26/2020,380731,314987,231576
06/27/2020,375433,314110,220254
06/28/2020,384846,323988,198990
06/29/2020,445326,377156,212832
06/30/2020,424414,346557,239677
07/01/2020,411699,336182,235283
07/02/2020,406711,334668,225451
07/03/2020,388347,317932,222472
07/04/2020,384319,318908,198786
07/05/2020,344150,278599,190341
07/06/2020,382756,307643,226874
07/07/2020,406188,332866,232298
07/08/2020,406388,326817,245164
07/09/2020,404057,327312,239570
07/10/2020,385148,313725,226656
07/11/2020,391142,320248,212623
07/12/2020,372090,302386,208949
07/13/2020,422083,340610,256923
07/14/2020,418471,332054,258664
07/15/2020,436128,356002,247977
07/16/2020,394000,316742,249336
07/17/2020,385733,313378,244623
07/18/2020,362714,291192,222550
07/19/2020,375637,306577,211743
07/20/2020,413162,332084,241703
07/21/2020,377815,294927,245359
07/22/2020,397424,314727,247018
07/23/2020,414992,324451,264147
07/24/2020,392813,307539,249821
07/25/2020,414293,327797,254128
07/26/2020,415912,327085,256625
07/27/2020,452901,349959,295493
07/28/2020,484572,388301,290967
07/29/2020,412271,324071,257205
07/30/2020,417721,335018,257820
07/31/2020,424884,336913,266482
08/01/2020,444440,355871,261917
08/02/2020,429791,337038,266891
08/03/2020,447624,352199,272133
08/04/2020,457094,364565,268721
08/05/2020,461384,367159,275896
08/06/2020,465284,376641,274317
08/07/2020,441552,351170,283022
08/08/2020,417797,338630,247085
08/09/2020,391435,312459,245456
08/10/2020,411595,316283,281026
08/11/2020,405350,306646,273858
08/12/2020,351422,239533,259385
08/13/2020,377816,273889,265791
08/14/2020,391305,288549,259178
08/15/2020,402008,311321,241429
08/16/2020,396728,310455,238982
08/17/2020,398428,302595,252291
08/18/2020,388973,294554,251937
08/19/2020,396285,306627,250570
08/20/2020,394016,304315,241162
08/21/2020,418943,326515,279626
08/22/2020,377006,294112,232972
08/23/2020,391132,314108,235275
08/24/2020,397914,312163,239686
08/25/2020,385868,298839,249162
08/26/2020,397722,312148,245435
08/27/2020,391712,308659,238123
08/28/2020,370248,286630,228786
08/29/2020,341047,264507,214016
08/30/2020,316417,228034,222136
08/31/2020,371267,270946,263141
09/01/2020,367221,252935,269732
09/02/2020,349031,240138,252620
09/03/2020,351151,246372,247128
09/04/2020,393339,295633,243168
09/05/2020,315690,225774,208710
09/06/2020,347957,263183,205163
09/07/2020,352857,270789,205342
09/08/2020,343663,261635,196983
09/09/2020,320893,240184,199228
09/10/2020,316192,231248,205610
09/11/2020,311490,229502,199177
09/12/2020,312900,235001,188265
09/13/2020,291066,219035,179044
09/14/2020,313934,231104,203142
09/15/2020,340740,256338,209872
09/16/2020,316213,235631,199538
09/17/2020,445217,340570,320155
09/18/2020,428743,325762,276293
09/19/2020,379637,294928,214501
09/20/2020,402408,324285,210133
09/21/2020,401767,315123,224427
09/22/2020,367103,284314,214855
09/23/2020,377128,294431,207369
09/24/2020,392544,311328,212072
09/25/2020,358513,280483,204365
09/26/2020,357624,283461,180909
09/27/2020,348447,276790,179641
09/28/2020,370708,286239,213931
09/29/2020,370761,288447,215760
09/30/2020,368437,286783,223127
10/01/2020,361319,281599,197649
10/02/2020,352205,274049,191370
10/03/2020,328233,256979,177154
10/04/2020,339462,270853,172232
10/05/2020,328559,251083,191006
10/06/2020,350221,268038,201964
10/07/2020,352705,277220,190336
10/08/2020,349359,273049,190894
10/09/2020,374349,295119,203554
10/10/2020,365867,293311,198208
10/11/2020,356874,285525,189265
10/12/2020,371009,292939,204975
10/13/2020,405963,326903,212378
10/14/2020,393764,315375,213524
10/15/2020,533511,446866,268901
10/16/2020,483916,402238,243321
10/17/2020,431067,354468,217000
10/18/2020,367266,297272,192836
10/19/2020,396357,319047,215929
10/20/2020,389225,308966,224568
10/21/2020,421969,334545,254308
10/22/2020,452632,366664,267801
10/23/2020,430670,348025,259733
10/24/2020,394318,318974,206861
10/25/2020,350599,276177,198483
10/26/2020,382457,300969,220035
10/27/2020,386285,303401,220782
10/28/2020,409334,325468,228434
10/29/2020,377289,294231,230600
10/30/2020,390866,310398,231751
10/31/2020,411117,331932,233890
11/01/2020,383398,307001,215121
11/02/2020,416670,330400,242132
11/03/2020,410326,326256,235392
11/04/2020,465901,384025,226674
11/05/2020,426633,338757,235380
11/06/2020,459937,368222,257828
11/07/2020,433313,351557,231675
11/08/2020,397032,319703,213602
11/09/2020,431764,350860,230455
11/10/2020,417243,334163,235984
11/11/2020,427869,342621,236337
11/12/2020,409178,324161,228187
11/13/2020,426682,338420,243514
11/14/2020,425066,346474,218112
11/15/2020,385068,311005,203575
11/16/2020,417196,333239,227418
11/17/2020,435594,344458,262656
11/18/2020,416577,323275,260593
11/19/2020,436937,328301,266380
11/20/2020,442114,350677,272013
11/21/2020,464448,368624,271021
11/22/2020,451267,360119,257725
11/23/2020,469915,367072,276191
11/24/2020,460524,354143,289803
11/25/2020,477885,378494,277968
11/26/2020,417612,323721,253156
11/27/2020,446478,363813,216578
11/28/2020,408303,330592,200466
11/29/2020,440192,361916,193149
11/30/2020,430099,337220,244561
12/01/2020,438073,341551,253918
12/02/2020,403142,314995,219554
12/03/2020,410608,321281,226186
12/04/2020,410141,324670,231599
12/05/2020,401719,318912,218993
12/06/2020,376885,300761,195823
12/07/2020,395197,312575,217167
12/08/2020,403949,318398,229610
12/09/2020,401998,315347,233392
12/10/2020,381124,298899,220585
12/11/2020,403955,317328,238648
12/12/2020,425305,339044,268434
12/13/2020,453642,352728,302990
12/14/2020,470822,368932,312073
12/15/2020,444755,350976,294958
12/16/2020,488008,387350,307021
12/17/2020,537242,422760,321536
12/18/2020,476663,382246,290730
12/19/2020,477560,389997,238806
12/20/2020,404962,318293,222459
12/21/2020,403845,313576,237443
12/22/2020,407729,315935,241073
12/23/2020,458030,358043,277171
12/24/2020,426189,326021,259093
12/25/2020,401214,316684,236823
12/26/2020,407771,321456,236751
12/27/2020,429897,330475,260301
12/28/2020,465651,353418,283579
12/29/2020,452769,346070,274600
12/30/2020,451586,346682,269313
12/31/2020,426829,328207,261071
01/01/2021,446762,353464,242191
01/02/2021,424287,318880,268855
01/03/2021,494406,358951,319015
01/04/2021,516263,362647,351786
01/05/2021,509462,373948,325937
01/06/2021,535915,395280,339755
01/07/2021,574823,421120,348378
01/08/2021,535635,392830,339836
01/09/2021,540285,412619,310567
01/10/2021,528656,399415,309137
01/11/2021,517725,378897,324847
01/12/2021,470632,350226,292849
01/13/2021,461854,348454,276599
01/14/2021,491628,369591,296349
01/15/2021,508947,392369,299322
01/16/2021,495600,382875,290770
01/17/2021,460716,357034,262995
01/18/2021,485360,371075,291205
01/19/2021,513876,382214,320519
01/20/2021,495988,375040,293798
01/21/2021,454587,336305,282580
01/22/2021,453378,333798,288007
01/23/2021,452831,349741,261366
01/24/2021,447566,337412,270616
01/25/2021,469768,341994,305992
01/26/2021,479431,362068,285319
01/27/2021,430742,315701,276955
01/28/2021,480759,352705,317461
01/29/2021,531973,386797,365069
01/30/2021,504767,374001,327268
01/31/2021,483761,353665,323369
02/01/2021,504674,362817,346409
02/02/2021,523487,372984,356372
02/03/2021,552085,392793,366885
02/04/2021,538660,376425,368400
02/05/2021,527200,362754,378187
02/06/2021,508149,355998,348401
02/07/2021,506071,358796,338433
02/08/2021,528317,370797,355610
02/09/2021,539343,375842,373290
02/10/2021,545138,371874,388241
02/11/2021,535331,383053,353903
02/12/2021,525546,377478,355812
